service_date,department,payer_type,claims_submitted,claims_denied,claims_approved,gross_revenue,expected_reimbursement,payments_collected,patient_payments,ar_balance,days_in_ar,write_offs,adjustments
2022-09-22,Orthopedics,Employer Plan,1355,152,1203,1138050,1063303,800802,435871,946009,112,110743,53621
2022-09-23,Pulmonology,Medicare,2377,177,2200,2817186,2546771,2466020,257236,464956,36,44508,38959
2022-09-24,Radiology,Employer Plan,1165,115,1050,2838674,2492124,1936816,263969,1570202,48,133598,18091
2022-09-25,Urology,Self-Pay,2949,161,2788,1626027,1317242,1037965,305968,2242162,98,50563,49580
2022-09-26,Oncology,Medicare,1710,46,1664,893560,730662,635819,128933,1748831,66,118021,82606
2022-09-27,Emergency,Employer Plan,694,76,618,4333859,3946689,3848203,59671,667897,82,152116,4274
2022-09-28,Orthopedics,Self-Pay,1825,195,1630,3566304,3452277,3373853,316753,2942632,69,41673,8983
2022-09-29,Oncology,Commercial,3582,110,3472,4739742,4340780,3561364,63370,284210,103,175573,55161
2022-09-30,Orthopedics,Commercial,1660,38,1622,2124751,1754556,1415022,375238,620395,175,99904,99434
2022-10-01,Pulmonology,Employer Plan,1257,25,1232,4785503,4548226,3755100,67258,1672643,126,77753,43146
2022-10-02,Oncology,Employer Plan,1492,55,1437,879543,768535,691717,328269,118600,150,86760,31402
2022-10-03,Emergency,Commercial,1805,85,1720,4472610,4172981,4114782,44433,2878482,171,79446,1829
2022-10-04,Oncology,Employer Plan,855,112,743,4511565,3863893,3365210,397715,2043145,107,3714,45117
2022-10-05,Cardiology,Self-Pay,2151,164,1987,2362604,2242555,1685532,387840,2901994,38,90556,83137
2022-10-06,Neurology,Commercial,3893,407,3486,3767133,3317414,2987876,352786,1110728,116,70546,20565
2022-10-07,Emergency,Employer Plan,3067,447,2620,2146331,1780093,1407019,488766,142706,165,144709,28262
2022-10-08,Orthopedics,Medicaid,954,73,881,3448891,3103902,2805552,103947,1462867,163,38654,75235
2022-10-09,Radiology,Employer Plan,2391,296,2095,478304,386921,338691,25740,728168,68,11000,72355
2022-10-10,Emergency,Medicare,1749,122,1627,3762180,3601481,2818105,461856,1516991,152,10149,9545
2022-10-11,Neurology,Self-Pay,3526,410,3116,4884396,4062228,3700697,88252,1978302,107,52334,86727
2022-10-12,Oncology,Medicaid,2768,150,2618,798126,764510,728026,498563,649650,179,149999,7787
2022-10-13,Orthopedics,Medicare,2970,402,2568,1840131,1607872,1251055,238074,2987863,117,50134,68464
2022-10-14,Emergency,Self-Pay,3449,92,3357,3331760,3119685,2397284,55806,837441,65,130599,85849
2022-10-15,Emergency,Commercial,2685,211,2474,2845622,2408807,2325282,308017,1617397,119,156338,10976
2022-10-16,Neurology,Medicaid,2716,403,2313,4262043,3820187,3781391,170329,1880577,23,152653,63644
2022-10-17,Radiology,Commercial,2013,77,1936,841266,679705,588296,299488,1735259,12,151787,84535
2022-10-18,Orthopedics,Self-Pay,3896,129,3767,1808253,1457669,1361459,148948,1788519,93,70628,86207
2022-10-19,Orthopedics,Self-Pay,2030,128,1902,2995709,2594071,2452364,133552,458391,77,34575,67278
2022-10-20,Orthopedics,Employer Plan,2763,104,2659,1757931,1657791,1438661,226131,2988591,119,38397,41598
2022-10-21,Oncology,Self-Pay,1244,134,1110,3079444,2849823,2502200,65625,2148657,157,158797,51376
2022-10-22,Radiology,Employer Plan,3977,397,3580,3705292,3195939,2743083,175492,2587640,39,21231,31233
2022-10-23,Radiology,Medicare,3149,278,2871,2584520,2344463,1993597,479121,1328230,159,138023,87684
2022-10-24,Emergency,Medicaid,3366,491,2875,2319284,2058746,1634680,245810,1891146,94,90702,10125
2022-10-25,Pulmonology,Medicaid,2456,150,2306,571030,510782,448050,15097,1909871,59,55642,99338
2022-10-26,Cardiology,Commercial,3616,281,3335,1044306,995442,925529,372165,2174423,92,7635,27573
2022-10-27,Orthopedics,Self-Pay,1104,88,1016,340466,311760,272322,447657,444982,143,141842,52851
2022-10-28,Radiology,Medicare,2519,281,2238,2982542,2765925,2104335,151125,2860488,129,15587,60981
2022-10-29,Cardiology,Medicare,2887,143,2744,3009806,2712645,2076203,28076,1029856,2,56712,71621
2022-10-30,Emergency,Medicare,2885,341,2544,1937110,1637583,1570592,184138,2371156,138,222,73615
2022-10-31,Oncology,Medicaid,3547,156,3391,2027381,1774958,1337907,438344,1423467,64,30566,69304
2022-11-01,Neurology,Employer Plan,2931,430,2501,3612370,3180830,2975549,307138,273792,41,29833,57139
2022-11-02,Orthopedics,Employer Plan,1632,234,1398,1345494,1118765,957830,166694,1952410,25,331,57240
2022-11-03,Cardiology,Self-Pay,3121,224,2897,3041991,2604828,2483661,227231,2258628,50,194492,26766
2022-11-04,Emergency,Employer Plan,2396,321,2075,2076459,1669554,1559747,159229,2951790,160,83549,66475
2022-11-05,Cardiology,Medicare,1513,107,1406,1716078,1429616,1142752,16497,1096992,83,65408,63057
2022-11-06,Neurology,Medicaid,747,67,680,3883653,3639220,3292435,55729,566701,45,14251,95995
2022-11-07,Cardiology,Commercial,3586,420,3166,1011196,861798,801008,363115,286238,24,185762,84871
2022-11-08,Emergency,Self-Pay,3378,400,2978,1845326,1583238,1371623,411558,372530,11,81416,2358
2022-11-09,Emergency,Self-Pay,1424,192,1232,1282718,1163856,949886,176837,2068690,20,49057,39006
2022-11-10,Oncology,Medicare,3177,254,2923,3143145,2821039,2133080,492540,1828062,123,69563,93038
2022-11-11,Radiology,Medicaid,3140,305,2835,2060742,1726086,1671984,261840,1772887,109,176869,14194
2022-11-12,Urology,Commercial,3300,310,2990,410450,384369,344926,457470,836629,167,58447,3017
2022-11-13,Pulmonology,Medicare,2786,238,2548,4188084,3640343,2907009,131842,1868624,136,147256,83519
2022-11-14,Pulmonology,Self-Pay,3724,410,3314,3277658,2747575,2523618,169052,2078084,73,33200,92317
2022-11-15,Pulmonology,Medicaid,1650,88,1562,4009318,3760444,2929296,91070,1497990,137,93735,57165
2022-11-16,Cardiology,Medicare,2691,76,2615,3083012,2826301,2457121,204285,1664608,28,7556,99191
2022-11-17,Neurology,Self-Pay,3012,263,2749,333735,318762,313735,69570,1816119,103,72750,36306
2022-11-18,Orthopedics,Commercial,1139,86,1053,2296048,2205173,1891621,161158,2890087,159,133016,10862
2022-11-19,Urology,Self-Pay,994,88,906,1717599,1496370,1407578,133729,1400581,88,7836,95574
2022-11-20,Neurology,Medicare,3554,354,3200,2352181,1952954,1767624,392217,1665540,90,120926,4168
2022-11-21,Neurology,Self-Pay,2271,153,2118,3153069,2841741,2259293,485671,2016190,176,75580,84380
2022-11-22,Emergency,Medicaid,3299,197,3102,1594871,1402201,1327624,30139,2315421,34,171448,12842
2022-11-23,Urology,Commercial,1742,187,1555,2486668,2258529,1781370,46399,227287,23,50886,22982
2022-11-24,Cardiology,Medicaid,1385,99,1286,2023752,1936238,1636180,338017,2927724,84,8681,7425
2022-11-25,Orthopedics,Medicaid,3064,393,2671,4832563,4013948,3806697,40275,2409835,77,62711,74534
2022-11-26,Neurology,Medicare,649,77,572,1546932,1330835,1287138,126640,2292566,159,129847,64552
2022-11-27,Emergency,Self-Pay,1044,143,901,3520028,2825630,2707187,202031,784916,2,41378,37565
2022-11-28,Urology,Employer Plan,1947,63,1884,1549645,1373132,1319021,318924,285362,52,163872,58814
2022-11-29,Cardiology,Medicare,3957,161,3796,705540,672711,544232,443844,1669593,52,164767,14021
2022-11-30,Urology,Self-Pay,2390,236,2154,1497219,1326364,1196312,207737,91744,23,59147,12923
2022-12-01,Neurology,Self-Pay,2654,297,2357,2768193,2671231,2546800,360607,870118,72,139269,94876
2022-12-02,Neurology,Self-Pay,1990,94,1896,4288279,3576910,3260115,115985,1524378,28,152917,59130
2022-12-03,Oncology,Self-Pay,2139,49,2090,3579296,3025441,2463494,38506,2239280,95,44039,31357
2022-12-04,Neurology,Medicaid,2907,383,2524,1089730,959976,813101,306297,1277556,179,193359,92160
2022-12-05,Cardiology,Self-Pay,3991,483,3508,1621534,1546848,1335239,169885,669321,171,100821,73369
2022-12-06,Cardiology,Medicaid,2094,292,1802,1634509,1404611,1059560,483565,718045,122,109238,15816
2022-12-07,Urology,Medicare,3317,191,3126,3491162,2804077,2223185,255041,1044164,2,180721,80770
2022-12-08,Pulmonology,Employer Plan,988,85,903,3805331,3183183,2635241,379640,2238844,142,79712,45607
2022-12-09,Neurology,Employer Plan,1413,161,1252,3609496,3151392,2854915,422024,1417448,81,188796,5967
2022-12-10,Orthopedics,Medicaid,3745,379,3366,4435036,3876500,3572485,52368,1573845,121,188889,85054
2022-12-11,Urology,Self-Pay,3338,72,3266,2966672,2649795,2447220,186031,1764467,100,83478,63475
2022-12-12,Emergency,Medicaid,2034,175,1859,4855508,4564037,4372258,448491,467833,68,129553,16046
2022-12-13,Orthopedics,Self-Pay,553,81,472,1472145,1260748,1017028,451695,887950,56,18522,93127
2022-12-14,Neurology,Commercial,2509,125,2384,1918260,1790753,1629449,180292,2256013,72,4675,53250
2022-12-15,Orthopedics,Employer Plan,830,65,765,3774039,3315315,2494033,389281,119937,61,192425,7294
2022-12-16,Emergency,Self-Pay,3043,380,2663,4593336,3832124,3135041,314007,2181753,78,100456,18912
2022-12-17,Emergency,Medicare,3444,188,3256,1435916,1237775,1103255,463861,1887739,53,153423,82639
2022-12-18,Orthopedics,Medicare,1381,100,1281,2265124,2058539,1996443,248476,2964197,21,165236,44441
2022-12-19,Orthopedics,Self-Pay,3655,401,3254,2116601,1942604,1567182,62248,2461894,152,81946,15825
2022-12-20,Radiology,Employer Plan,2898,227,2671,3633525,3199254,2653718,47213,412321,62,34095,28317
2022-12-21,Orthopedics,Medicaid,1083,155,928,3504770,2868803,2309843,325159,622977,174,154887,83350
2022-12-22,Urology,Commercial,3611,471,3140,3561228,3021715,2760800,207121,2716518,84,145470,45504
2022-12-23,Pulmonology,Medicare,2379,137,2242,401882,385252,360990,73805,935143,36,99360,21066
2022-12-24,Neurology,Commercial,2375,47,2328,4114592,3760208,3026055,260220,1726169,81,36428,72860
2022-12-25,Urology,Employer Plan,1386,124,1262,2181506,1942958,1644960,255537,1644057,112,100516,93513
2022-12-26,Oncology,Medicaid,3906,511,3395,3193582,2887548,2766026,354986,2992977,152,79559,68696
2022-12-27,Neurology,Medicare,3601,497,3104,1416763,1341530,1040455,285684,2214697,142,118847,49358
2022-12-28,Pulmonology,Self-Pay,3591,128,3463,700821,677470,587375,326619,2614497,117,86349,69567
2022-12-29,Pulmonology,Self-Pay,793,107,686,1796214,1518942,1287614,150572,1176090,81,194038,96859
2022-12-30,Cardiology,Employer Plan,501,42,459,2087094,1988623,1692519,175261,2378529,21,157710,42265
2022-12-31,Radiology,Medicaid,633,93,540,632606,535097,507907,390152,517537,109,82438,65065
2023-01-01,Radiology,Medicare,2909,361,2548,3692676,3000829,2797129,388910,732180,124,191138,22129
2023-01-02,Pulmonology,Commercial,3653,152,3501,3298337,2998758,2741280,264583,426403,159,92220,1397
2023-01-03,Urology,Medicare,3137,277,2860,1807538,1690265,1440529,113384,2657938,135,43877,65882
2023-01-04,Oncology,Self-Pay,2573,346,2227,2818827,2591842,2377657,280168,554525,25,33556,93914
2023-01-05,Radiology,Medicare,1109,139,970,4397231,3775160,3475586,79608,2740597,80,127903,75539
2023-01-06,Radiology,Self-Pay,1129,164,965,1977365,1595888,1264479,301799,2289193,36,25350,95052
2023-01-07,Urology,Medicaid,3025,388,2637,658283,552038,505588,207337,1562762,35,121459,35153
2023-01-08,Radiology,Medicare,954,142,812,4768159,4108168,3266483,400630,2115716,175,85424,80524
2023-01-09,Pulmonology,Employer Plan,2990,263,2727,1570969,1523338,1185473,60163,2126974,109,192110,46431
2023-01-10,Urology,Medicaid,1937,188,1749,938148,840114,734628,353550,857672,2,130324,50065
2023-01-11,Neurology,Employer Plan,3141,91,3050,4078794,3668154,3119742,307904,1148686,7,104443,89088
2023-01-12,Emergency,Medicare,905,64,841,371032,310457,276155,332050,1422718,76,192130,17329
2023-01-13,Radiology,Commercial,1668,101,1567,3969841,3727502,3255934,81789,1375366,60,86428,82394
2023-01-14,Oncology,Medicaid,3858,537,3321,3309813,2650893,2132544,59903,1251294,2,160682,53910
2023-01-15,Urology,Employer Plan,2987,188,2799,3033845,2764436,2387991,139760,1954214,23,139492,18398
2023-01-16,Orthopedics,Medicaid,964,130,834,2242760,1940513,1735388,340581,2798343,120,144619,15971
2023-01-17,Emergency,Employer Plan,3730,190,3540,3429087,3119116,2845881,171420,1182166,23,183767,38150
2023-01-18,Radiology,Commercial,3584,342,3242,2442386,2062665,1599030,354047,790864,23,142497,3363
2023-01-19,Pulmonology,Commercial,2126,190,1936,4035713,3827960,3093951,225127,1388892,107,67511,63449
2023-01-20,Pulmonology,Medicaid,3972,130,3842,884673,788449,619189,39355,1356627,144,125444,40185
2023-01-21,Radiology,Self-Pay,2640,161,2479,4429443,3763818,3517867,197303,2560065,104,171431,8914
2023-01-22,Neurology,Medicare,1878,278,1600,383190,339789,256034,402874,613624,126,6788,84232
2023-01-23,Pulmonology,Commercial,2043,198,1845,4961119,4640932,4148452,17699,1592825,97,71781,28853
2023-01-24,Orthopedics,Medicaid,3166,403,2763,2405185,2285705,2140248,226024,2369091,56,47438,54987
2023-01-25,Oncology,Self-Pay,2713,308,2405,2777437,2620568,2278453,453747,1484697,157,122888,21633
2023-01-26,Oncology,Employer Plan,514,70,444,3312572,3133540,3090823,349404,1709794,23,96369,11529
2023-01-27,Cardiology,Commercial,1125,72,1053,2542192,2404693,2048656,487201,2946358,109,34440,29451
2023-01-28,Orthopedics,Medicaid,1140,55,1085,2889920,2401460,2007127,145067,1633764,161,59445,48411
2023-01-29,Orthopedics,Medicaid,980,28,952,1502238,1365782,1203661,119566,440982,71,71448,64330
2023-01-30,Urology,Medicaid,2166,280,1886,3987949,3362542,2710453,317328,1988583,163,55959,20964
2023-01-31,Cardiology,Employer Plan,1561,137,1424,4894232,4298890,4204799,396768,1101547,40,91181,86975
2023-02-01,Oncology,Medicare,3491,396,3095,4353350,4174159,3493664,412042,2550241,158,174613,1906
2023-02-02,Radiology,Medicare,1586,44,1542,1039055,955532,838837,187405,841498,17,120007,36872
2023-02-03,Cardiology,Employer Plan,945,122,823,2617139,2272420,2071558,279584,2621229,91,36228,42697
2023-02-04,Emergency,Commercial,3074,294,2780,2370676,1960232,1665976,419297,2410549,141,145138,50438
2023-02-05,Oncology,Medicaid,3633,128,3505,1946657,1786711,1440420,241727,581227,27,34677,78599
2023-02-06,Emergency,Medicare,1392,118,1274,1639548,1484023,1354747,289342,739165,57,16223,34784
2023-02-07,Urology,Medicare,861,84,777,1290818,1174889,1104213,318942,2499421,52,80220,39837
2023-02-08,Orthopedics,Medicaid,1605,103,1502,3446648,2985988,2389215,366340,466115,15,103035,72437
2023-02-09,Pulmonology,Medicaid,1049,117,932,3823518,3087547,2776835,474693,572632,119,20786,69794
2023-02-10,Cardiology,Medicare,2770,264,2506,2070735,1944478,1787227,123815,900020,173,187935,58941
2023-02-11,Cardiology,Self-Pay,1927,249,1678,2919959,2720640,2251136,212157,1714188,103,179550,28898
2023-02-12,Oncology,Medicaid,2990,395,2595,3300529,2971272,2565457,420950,2682632,91,78980,53423
2023-02-13,Pulmonology,Self-Pay,3578,100,3478,4701169,3973489,3146171,161272,786068,159,28721,5440
2023-02-14,Neurology,Medicare,2510,261,2249,3416514,2940953,2341666,153833,648131,17,155533,77461
2023-02-15,Urology,Medicare,1345,153,1192,3844258,3449966,2895818,122953,2970291,12,142355,87339
2023-02-16,Emergency,Medicare,2789,107,2682,4302785,4126320,3867007,178710,491244,60,10878,84201
2023-02-17,Oncology,Commercial,2490,335,2155,4065814,3730776,3425674,474735,2104869,29,86510,88284
2023-02-18,Orthopedics,Medicaid,3796,498,3298,466691,394311,328870,206619,2773543,1,95789,32068
2023-02-19,Urology,Employer Plan,3111,118,2993,4363274,3581482,3312175,314983,2811491,15,124003,91048
2023-02-20,Urology,Medicaid,3831,516,3315,2825457,2649500,2201822,47744,2615387,69,167234,89877
2023-02-21,Cardiology,Employer Plan,3700,385,3315,418139,374524,298928,305127,1349352,116,41591,27646
2023-02-22,Emergency,Commercial,1628,199,1429,3988020,3388775,3077547,359097,2308717,166,131438,30825
2023-02-23,Emergency,Commercial,2162,267,1895,391094,331941,326157,65569,1067468,159,86104,18556
2023-02-24,Neurology,Self-Pay,3698,151,3547,4674161,4453679,3430729,199468,299171,175,29429,4971
2023-02-25,Orthopedics,Medicaid,2881,81,2800,4007471,3864747,3820630,289295,761481,75,109493,55302
2023-02-26,Orthopedics,Medicaid,3154,324,2830,3919259,3326570,3223504,359694,88419,88,127982,68077
2023-02-27,Urology,Employer Plan,2713,173,2540,2723091,2429447,1928429,181533,2651120,59,13251,87221
2023-02-28,Cardiology,Self-Pay,1351,72,1279,3146166,2567097,2294409,73349,2438937,2,159130,10082
2023-03-01,Pulmonology,Medicare,2294,84,2210,1547423,1382876,1242137,103192,2586654,16,137723,28943
2023-03-02,Cardiology,Medicaid,2518,331,2187,3519962,3168076,2590530,434583,1242563,151,142911,44525
2023-03-03,Pulmonology,Employer Plan,2017,190,1827,1939274,1583974,1208090,203154,254181,168,46640,12659
2023-03-04,Orthopedics,Medicare,1748,225,1523,4847844,4663287,4290702,134250,1261781,73,132774,75332
2023-03-05,Emergency,Medicaid,2050,189,1861,2817819,2611561,2044644,150588,1061606,57,75104,39974
2023-03-06,Pulmonology,Commercial,1014,26,988,1335342,1098967,1069980,324979,2783669,101,161248,56058
2023-03-07,Neurology,Self-Pay,1359,65,1294,1218633,1159451,917109,126689,2500829,163,183418,71418
2023-03-08,Urology,Employer Plan,3534,446,3088,4601683,3894872,3768860,137148,2760247,44,191787,54398
2023-03-09,Emergency,Medicare,866,38,828,836115,760529,712272,476057,2481478,174,134699,24530
2023-03-10,Emergency,Employer Plan,3810,528,3282,3427924,3072221,2970295,434578,2874434,119,186281,31924
2023-03-11,Pulmonology,Self-Pay,1172,72,1100,3348574,2862686,2438758,56195,1376546,123,28794,58898
2023-03-12,Neurology,Employer Plan,3499,262,3237,3235775,2875690,2834609,368167,2246506,43,335,20509
2023-03-13,Emergency,Self-Pay,2925,310,2615,4043772,3768745,3429139,35814,2925065,28,41038,35895
2023-03-14,Neurology,Self-Pay,1812,224,1588,3017230,2906675,2714670,137527,2622315,11,73059,86011
2023-03-15,Oncology,Employer Plan,3986,476,3510,3687110,3030037,2594762,327028,715072,71,177415,52717
2023-03-16,Radiology,Self-Pay,1271,160,1111,2580671,2280701,1716911,67398,390435,131,103759,46795
2023-03-17,Neurology,Commercial,2259,194,2065,2149257,2075350,2028088,403599,175365,6,128077,18565
2023-03-18,Urology,Medicare,1757,108,1649,4116572,3588781,3184746,127118,2142275,146,121069,35061
2023-03-19,Neurology,Self-Pay,1743,83,1660,972485,887696,734173,452153,2126068,45,173761,56323
2023-03-20,Orthopedics,Commercial,1771,256,1515,2944558,2661704,2079143,376164,2219229,99,159685,29109
2023-03-21,Pulmonology,Self-Pay,2371,224,2147,3486732,3015927,2507747,85989,1120091,168,69235,15636
2023-03-22,Orthopedics,Commercial,1380,201,1179,2769436,2585869,1997473,36592,2994475,129,31004,67555
2023-03-23,Neurology,Commercial,3678,309,3369,513021,412682,326307,261201,2696754,44,10602,8059
2023-03-24,Urology,Commercial,2255,155,2100,4512709,4348947,3597086,405871,623936,81,10115,25953
2023-03-25,Emergency,Commercial,2659,264,2395,4599578,4111264,3721392,375258,1549995,163,12767,10884
2023-03-26,Radiology,Employer Plan,2057,306,1751,2729439,2221335,2080395,405652,2285875,145,20213,59401
2023-03-27,Urology,Commercial,658,87,571,598576,558401,431433,455047,2542490,43,183895,87401
2023-03-28,Emergency,Employer Plan,3247,237,3010,1178691,1069331,944917,422780,2075708,161,124323,23738
2023-03-29,Pulmonology,Commercial,3400,87,3313,1649753,1323924,1238631,415210,1403328,99,137816,3511
2023-03-30,Radiology,Commercial,3347,244,3103,3321183,3033515,2681441,476869,2187152,102,156785,97505
